disarming;强制解除武装;;;;;;;;;;X
HAS_NOT_RECENTLY_LOST_WAR;五年以内未曾战败;;;;;;;;;;X
HAS_RECENTLY_LOST_WAR;五年内曾经战败;;;;;;;;;;X
IN_SAME_SPHERE;该国与我国处于同一势力范围内;;;;;;;;;;X
NOR_reactionary;国王党;;;;;;;;;;X
ATJ_reactionary;民族主义派;;;;;;;;;;X
ATJ_liberal;自由派;;;;;;;;;;X
ATJ_anarcho_liberal;激进派;;;;;;;;;;X
ATJ_socialist;社会主义派;;;;;;;;;;X
ATJ_communist;共产主义派;;;;;;;;;;X
ATJ_fascist;法西斯派;;;;;;;;;;X
CAL_conservative;民主党;;;;;;;;;;X
KHI_conservative;皇室派;;;;;;;;;;X
KHI_liberal;自由派;;;;;;;;;;X
KHI_reactionary;民族主义派;;;;;;;;;;X
KHI_anarcho_liberal;激进派;;;;;;;;;;X
KHI_socialist;社会主义派;;;;;;;;;;X
KHI_communist;共产主义派;;;;;;;;;;X
KHI_fascist;法西斯主义派;;;;;;;;;;X
MAD_conservative;皇室派;;;;;;;;;;X
MAD_liberal;自由派;;;;;;;;;;X
MAD_reactionary;民族主义派;;;;;;;;;;X
MAD_anarcho_liberal;激进派;;;;;;;;;;X
MAD_socialist;社会主义派;;;;;;;;;;X
MAD_communist;共产主义派;;;;;;;;;;X
MAD_fascist;法西斯派;;;;;;;;;;X
TRI_conservative;皇室派;;;;;;;;;;X
TRI_liberal;自由派;;;;;;;;;;X
TRI_reactionary;民族主义派;;;;;;;;;;X
TRI_anarcho_liberal;激进派;;;;;;;;;;X
TRI_socialist;社会主义派;;;;;;;;;;X
TRI_communist;共产主义派;;;;;;;;;;X
TRI_fascist;法西斯派;;;;;;;;;;X
TEX_communist;共产党;;;;;;;;;;X
BAD_fascist;国家社会主义德意志党;;;;;;;;;;X
BAV_fascist;国家社会主义德意志党;;;;;;;;;;X
WEI_fascist;国家社会主义德意志党;;;;;;;;;;X
WLL_fascist;雷克斯特党;;;;;;;;;;X
NEW_fascist;法西斯党;;;;;;;;;;X
DIPLOMACY_CHANCE_JOIN_WAR;可能加入战争：$VAL$;;;;;;;;;;X
PO_ISBETTER;拒绝这些条款将导致下列结果：\n+$MIL$斗争性，+$WE$厌战度;;;;;;;;;;X
leave_soi_title;脱离势力范围;;;;;;;;;;X
leave_soi_desc;我们可以脱离这个势力范围，不过之前的控制者很可能宣战阻止我们。;;;;;;;;;;X
NEW_PARTY_AVAIL_SETUP;新的政党;;;;;;;;;;X
NEW_PARTY_AVAIL_HEADER;新的政党已经建立;;;;;;;;;;X
NEW_PARTY_AVAIL_1;$PARTY$已经建立;;;;;;;;;;X
NEW_PARTY_AVAIL_2;*;;;;;;;;;;X
NEW_PARTY_AVAIL_3;*;;;;;;;;;;X
NEW_PARTY_AVAIL_4;*;;;;;;;;;;X
NEW_PARTY_AVAIL_5;*;;;;;;;;;;X
NEW_PARTY_AVAIL_6;*;;;;;;;;;;X
NEW_PARTY_AVAIL_BTN1;好的;;;;;;;;;;X
NEW_PARTY_AVAIL_BTN2;好的;;;;;;;;;;X
NEW_PARTY_AVAIL_BTN3;查看;;;;;;;;;;X
NEW_PARTY_AVAIL_LOG;新的政党;;;;;;;;;;X
PARTY_UNAVAIL_SETUP;政党解散;;;;;;;;;;X
PARTY_UNAVAIL_HEADER;政党解散;;;;;;;;;;X
PARTY_UNAVAIL_1;$PARTY$已经解散;;;;;;;;;;X
PARTY_UNAVAIL_2;*;;;;;;;;;;X
PARTY_UNAVAIL_3;*;;;;;;;;;;X
PARTY_UNAVAIL_4;*;;;;;;;;;;X
PARTY_UNAVAIL_5;*;;;;;;;;;;X
PARTY_UNAVAIL_6;*;;;;;;;;;;X
PARTY_UNAVAIL_BTN1;好的;;;;;;;;;;X
PARTY_UNAVAIL_BTN2;好的;;;;;;;;;;X
PARTY_UNAVAIL_BTN3;查看;;;;;;;;;;X
