PV_INTERNAL_IMMIGRATION;╧ЗдзрфцЯё╨;;;;;;;;;;X
PV_EXTERNAL_IMMIGRATION;╬ЁмБрфцЯё╨;;;;;;;;;;X
COUNTRYALERT_CanRemoveFromSphere;нрцг©ирт╫╚уБ╦Ж╧З╪ррфЁЖнрцг╣д╖Yйфа╕╥╤н╖╖!:;;;;;;;;;;X
PV_CLERGY_LIT_DESC1;$LOC$╣дхк©зжпсп$NUM$йгиЯж╟хкт╠;;;;;;;;;;X
PV_CLERGY_LIT_DESC2;вНсейЩа©йг$OPT$;;;;;;;;;;X
PV_CLERGY_LIT_DESC3;ц©тб╠Д╩╞╩Ы╢║ж╣ё╨$VAL$;;;;;;;;;;X
IN_SOCIAL_MOVEMENT;╢╕сзиГ╩Атк╤╞жп;;;;;;;;;;X
NOT_IN_SOCIAL_MOVEMENT;ц╩спиГ╩Атк╤╞;;;;;;;;;;X
IN_POLITICAL_MOVEMENT;╢╕сзуЧжнтк╤╞жп;;;;;;;;;;X
NOT_IN_POLITICAL_MOVEMENT;ц╩спуЧжнтк╤╞;;;;;;;;;;X
the_meiji_restoration2_title;тГфзцВжнн╛пб;;;;;;;;;;X
the_meiji_restoration2_desc;тз╢╚к╣жпё╛иЯнДлЛ╩йсз╧╚т╙г╟660дЙ╫╗а╒акху╠╬ё╛втдгртю╢╩йвЕя╙мЁй╪жун╢тЬ╤о╬Ь║ётз╫╜╩╖й╠╢Зё╛╩йвЕхтх╩╠╦йэвПЁГё╛╣╚╨анчй╣х╗║ём╗╧ЩжьйВ╩йх╗сК©Лкы╧╓р╣╩╞ё╛а╒оэ╨м╬╜╪цвтсижВрЕё╛ху╠╬©ирт╥шкИнВ╥╫йю╫Гг©╪ссзкЩ╣дамНМё║;;;;;;;;;;X
TPG;л╚ф╫лЛ╧З;;;;;;;;;;X
TPG_democracy;л╚ф╫╧╡╨м╧З;;;;;;;;;;X
TPG_bourgeois_dictatorship;л╚ф╫╧╡╨м╧З;;;;;;;;;;X
TPG_proletarian_dictatorship;л╚ф╫хкцЯ╧╡╨м╧З;;;;;;;;;;X
TPG_fascist_dictatorship;л╚ф╫╧╡╨м╧З;;;;;;;;;;X
TPG_presidential_dictatorship;л╚ф╫╬Э╥╖;;;;;;;;;;X
TPG_ADJ;л╚ф╫╧З╣д;;;;;;;;;;X
TPG_conservative;нВмУ;;;;;;;;;;X
TPG_liberal;рМмУ;;;;;;;;;;X
TPG_reactionary;╤╚мУ;;;;;;;;;;X
TPG_socialist;╠╠мУ;;;;;;;;;;X
TPG_anarcho_liberal;╪╓╫Ьеи;;;;;;;;;;X
TPG_communist;╧╡╡ЗжВрЕеи;;;;;;;;;;X
TPG_fascist;╥╗нВк╧еи;;;;;;;;;;X
