RECRUITED_PERCENTAGE_LESS_THAN;ÉÙÓÚ§Y$VAL$§W%µÄÊ¿±øÒÑ±»ÕÐÄ¼\n;;;;;;;;;;X
RECRUITED_PERCENTAGE_MORE_THAN;ÖÁÉÙ§Y$VAL$§W%µÄÊ¿±øÒÑ±»ÕÐÄ¼\n;;;;;;;;;;X
SEPARATISM_TECH;·ÖÀëÖ÷Òå;;;;;;;;;;X
INC_RES_TECH;ÑÐ¾¿µãÊý;;;;;;;;;;X
TOTAL_POPS_NOT_TR;ÔÚ$WHERE$µÄÈËÈºÉÙÓÚ§Y$VAL$§W\n;;;;;;;;;;X
TOTAL_POPS_TR;ÔÚ$WHERE$µÄÈËÈº¶àÓÚ§Y$VAL$§W\n;;;;;;;;;;X
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;ÓÃÓÚ§Y½ÌÓý¿ªÖ§§WµÄ¾­·Ñ³¬¹ýÁËÐÐÕþ¿ªÖ§\n;;;;;;;;;;X
IS_CRIME_HIGHER_THAN_EDU_TR;ÓÃÓÚ§YÐÐÕþ¿ªÖ§§WµÄ¾­·Ñ³¬¹ýÁË½ÌÓý¿ªÖ§\n;;;;;;;;;;X
ANY_AT_WAR_STARTS;´¦ÓÚÕ½Õù×´Ì¬µÄ¹ú¼Ò;;;;;;;;;;X
REBEL_POWER_LESS_THAN;ÅÑÂÒÎ£ÏÕµÍÓÚ§Y$VAL$%§W;;;;;;;;;;X
REBEL_POWER_MORE_THAN;ÅÑÂÒÎ£ÏÕ¸ßÓÚ§Y$VAL$%§W;;;;;;;;;;X
POP_TYPE_PERC_NOT;$NAME$µÍÓÚ§Y$VAL$%§W\n;;;;;;;;;;X
POP_TYPE_PERC;$NAME$¸ßÓÚ§Y$VAL$%§W\n;;;;;;;;;;X
MAJORITY_IS;¶àÊýÃñÖÚÊÇ;;;;;;;;;;X
MAJORITY_IS_NOT;¶àÊýÃñÖÚ²»ÊÇ;;;;;;;;;;X
ICL;±ùµº;;;;;;;;;;X
ICL_ADJ;±ùµºµÄ;;;;;;;;;;X
ISR;ÒÔÉ«ÁÐ;;;;;;;;;;X
ISR_ADJ;ÒÔÉ«ÁÐµÄ;;;;;;;;;;X
BYZ;°ÝÕ¼Í¥;;;;;;;;;;X
BYZ_ADJ;°ÝÕ¼Í¥µÄ;;;;;;;;;;X
BYZ_conservative;¹úÃñµ³;;;;;;;;;;X
BYZ_reactionary;°ÍÁÐ°ÂÂÔÅÉ;;;;;;;;;;X
BYZ_liberal;×ÔÓÉµ³;;;;;;;;;;X
BYZ_anarcho_liberal;ÐÂµ³;;;;;;;;;;X
BYZ_socialist;°ÝÕ¼Í¥Éç»áµ³;;;;;;;;;;X
BYZ_communist;°ÝÕ¼Í¥¹²²úµ³;;;;;;;;;;X
BYZ_fascist;ÂÞÂí¸´ÐËµ³;;;;;;;;;;X
ISR_conservative;×ÔÓÉÅÉ;;;;;;;;;;X
ISR_reactionary;×Ú½ÌÁªºÏÕóÏß;;;;;;;;;;X
ISR_liberal;½ø²½µ³;;;;;;;;;;X
ISR_anarcho_liberal;ÆÕÍ¨Îý°²ÅÉ;;;;;;;;;;X
ISR_socialist;ÒÔÉ«ÁÐ¹úÍÁ¹¤ÈËµ³;;;;;;;;;;X
ISR_communist;ÒÔÉ«ÁÐ¹²²úµ³;;;;;;;;;;X
ISR_fascist;Ç¿ÕßÁªÃË;;;;;;;;;;X
ICL_conservative;¶ÀÁ¢µ³;;;;;;;;;;X
ICL_reactionary;¹«Ãñµ³;;;;;;;;;;X
ICL_liberal;½ø²½µ³;;;;;;;;;;X
ICL_anarcho_liberal;×î°ôµ³;;;;;;;;;;X
ICL_socialist;Éç»áÃñÖ÷µ³;;;;;;;;;;X
ICL_communist;±ùµº¹²²úµ³;;;;;;;;;;X
ICL_fascist;¹ú¼ÒÖ÷Òåµ³;;;;;;;;;;X
ANY_CORE_LIMITED;²¿·ÖºËÐÄÊ¡·Ý\n;;;;;;;;;;X
ANY_CORE_NORMAL;ËùÓÐºËÐÄÊ¡·Ý\n;;;;;;;;;;X
POLITICS_NOT_BEFORE;ÎÒÃÇÔÚ§Y$DATE$§WÖ®Ç°²»ÄÜ¸Ä±äÖ´Õþµ³;;;;;;;;;;X
POLITICS_NOT_ACCEPTED;ÎÒÃÇµÄÕþÌå²»ÔÊÐí§Y$WHICH$§Wµ³ÅÉ;;;;;;;;;;X
RELEASE_PRESTIGE;ÍþÍû£º;;;;;;;;;;X
RELEASE_INFAMY;¶ñÃû£º;;;;;;;;;;X
PROV3247;Î÷ÏÄÍþÒÄ;;;;;;;;;;X
PROV3248;Î÷ÂóÕÜÂ×º£Ï¿;;;;;;;;;;X
EVTDESC1002;Ò»Èº×ÔÓÉÖ÷ÒåÕß¶ÔËûÃÇÈ±ÉÙ¾­¼Ã×ÔÓÉ¾õµÃ²»¿ì£¬ÔÙ¼ÓÉÏ¹ú»á¸Ä¸ïÍ£ÖÍ£¬¾ö¶¨×é½¨$COUNTRY_ADJ$ÐÂÕþµ³¡£ÎÞÕþ¸®µÄ×ÔÓÉµ³ÊÇË¼ÏëÇ°ÎÀµÄ×ÔÓÉÅÉ£¬ËûÃÇ»áºÁ²»ÓÌÔ¥µØÊ¹ÓÃÒ»ÇÐ±ØÒªÊÖ¶Î£¬ËûÃÇµÄÄ¿µÄÊÇÔÚ$COUNTRY$¹úÄÚÍâÊµÏÖË¼Ïë×ÔÓÉºÍÃ³Ò××ÔÓÉ¡£;;;;;;;;;;X
SOMEONE_HAS_ADDED_STATUS_QUO;Ò»µ©Ä³·½Ìá³öÁË§YÎ¬³ÖÏÖ×´§WµÄÕ½ÕùÄ¿±ê£¬ÔòÎÒÃÇÎÞ·¨ÔÙÔö¼ÓÕ½ÕùÄ¿±ê;;;;;;;;;;X
NO_INTERVENTION_NOT_ENOUGH_OPINION;ÒªÏë¸ÉÉæÒ»³¡Õ½Õù£¬Ä¿±ê¹ú¼Ò¶ÔÎÒÃÇµÄÆÀ¼ÛÖÁÉÙÐèÒª´ïµ½§Y$REQLEVEL$§W;;;;;;;;;;X
peking_convention_title;ÖÐ¶í±±¾©ÌõÔ¼;;;;;;;;;;X
