#;;;;;;;;;;;X
WARSUBSIDIES_DI;提供战争援助;;;;;;;;;;X
CANCEL_WARSUBSIDIES_DI;取消战争援助;;;;;;;;;;X
ASKMILITARYACCESS_DI;要求军事通行;;;;;;;;;;X
CANCELASKMILITARYACCESS_DI;放弃军事通行;;;;;;;;;;X
GIVEMILITARYACCESS_DI;提供军事通行;;;;;;;;;;X
CANCELGIVEMILITARYACCESS_DI;撤销军事通行;;;;;;;;;;X
ALLIANCE_DI;提议结盟;;;;;;;;;;X
CANCELALLIANCE_DI;解除盟约;;;;;;;;;;X
CALLALLY_DI;召唤盟国;;;;;;;;;;X
DISCREDIT_DI;诽谤;;;;;;;;;;X
EXPELADVISORS_DI;驱逐顾问;;;;;;;;;;X
BANEMBASSY_DI;封锁使馆;;;;;;;;;;X
INCREASEOPINION_DI;增高评价;;;;;;;;;;X
DECREASEOPINION_DI;降低评价;;;;;;;;;;X
ADDTOSPHERE_DI;纳入势力圈;;;;;;;;;;X
REMOVEFROMSPHERE_DI;移出势力圈;;;;;;;;;;X
INCREASERELATION_DI;增进关系;;;;;;;;;;X
DECREASERELATION_DI;降低关系;;;;;;;;;;X
GUNBOAT_DI;炮舰外交;;;;;;;;;;X
WAR_DI;战争;;;;;;;;;;X
WARGOAL_DI;增加战争目标;;;;;;;;;;X
PEACE_DI;提议和平;;;;;;;;;;X
TOPBAR_LEADERSHIP_MAX;你已经获得了领导力的最大值：$MAX$，此后无法继续累积新的领导力了\n;;;;;;;;;;X
IS_MOBILIZED_IRO;（预备役已被动员）;;;;;;;;;;X
ADD_CRIME;获得$NAME$\n;;;;;;;;;;X
TOPBAR_WAR_PLUS;和他们的卫星国及自治领\n;;;;;;;;;;X
CANTBUILD_FORCEDISARM;由于一个和平条约强迫我国解除武装，所以我们无法建造新的军事单位;;;;;;;;;;X
SOME_LIFE_NEEDS;部分必需品;;;;;;;;;;X
TOPBAR_AVG_CHANGE;我们估计在下个月它将会变化$VAL$;;;;;;;;;;X
TECH_DAILY_RESEARCHPOINTS_BASE_TOOLTIP;每日基本研究点数：$VALUE$;;;;;;;;;;X
TECH_DAILY_RESEARCHPOINTS_TOTAL_TOOLTIP;每日研究点数：+$VALUE$;;;;;;;;;;X
TECH_DAILY_RESEARCHPOINTS_TOOLTIP;$POPTYPE$提供了$VALUE$研究点数\n（现为人口的$FRACTION$%，最佳为$OPTIMAL$%）;;;;;;;;;;X
average_literacy;识字率;;;;;;;;;;X
MODIFIER_RESEARCH_POINTS;研究点数;;;;;;;;;;X
gas;毒气攻击;;;;;;;;;;X
COMBAT_GAS;毒气攻击对欠缺防御手段的敌人来说是毁灭性的;;;;;;;;;;X
MAY_GAS_ATTACK;可以使用毒气攻击\n;;;;;;;;;;X
MAY_GAS_DEFEND;可以防御毒气攻击\n;;;;;;;;;;X
IMMIGRANTS_FROM;这里有来自$NAME$的$VAL$名移民;;;;;;;;;;X
EMIGRANTS_TO;$VAL$名移民前往$NAME$;;;;;;;;;;X
PW_ALL_FOCUSES_USED;所有的国家焦点都已使用;;;;;;;;;;X
HAS_NO_FACTORIES;没有工厂\n;;;;;;;;;;X
HAS_FACTORIES;有工厂\n;;;;;;;;;;X
RETREAT_DELAY_IRO;在$VAL$天后可以选择撤退;;;;;;;;;;X
PW_CANTCOLONIZE;无法在此地殖民;;;;;;;;;;X
IS_COLONIAL_STATE_POPVIEW;殖民地区;;;;;;;;;;X
CULTURE_IS_NOT;民族不是;;;;;;;;;;X
CULTURE_IS;民族是;;;;;;;;;;X
INVALID_WARTARGET_TROOPS_IN_THEM;我们还有部队在他们的疆域内;;;;;;;;;;X
WEX_EFFECTS;当前效果;;;;;;;;;;X
NOBODY_CAN_VOTE_HERE;无人拥有投票权;;;;;;;;;;X
NOT_ABLE_TO_REINFORCE;这个人群由于太小所以无法增援这个旅;;;;;;;;;;X
POP_SIZE_UNITVIEW;此人群拥有$VAL$人，可以支持$ALLOWED$个旅。当前它正支持$CURRENT$个旅。;;;;;;;;;;X
MAX_REINF_UNITVIEW;以100%的速度增援;;;;;;;;;;X
POP_IMPACT_UNITVIEW;由于预备役的损失，这个单位以$VAL$%的速度得到补充;;;;;;;;;;X
MOB_IS_REINFORCE;已动员的单位以50%的速度得到补充;;;;;;;;;;X
EVTNAME60120;增进联邦主义;;;;;;;;;;X
